author,number_commits,avg_fix_distance,avg_find_bug_time,avg_fix_bug_time
Wen Gong,60,0.05,248391.76666666666,248391.76666666666
Vasyl Gomonovych,44,0.0,0.0,0.0
Vardan Mikayelyan,43,0.046511627906976744,1551436.6744186047,1551436.6744186047
Tzung-Bi Shih,63,0.06349206349206349,161029.26984126985,161029.26984126985
Tycho Andersen,43,0.12403100775193798,1621283.441860465,1991375.9767441861
Srivatsa Vaddagiri,43,0.0,0.0,0.0
Shannon Zhao,43,0.05426356589147286,4948071.116279069,5861519.162790698
Shakeel Butt,48,0.0625,1046066.5416666666,1046066.5416666666
Ritesh Harjani,76,0.02631578947368421,47809.89473684211,47809.89473684211
Prabhakar Kushwaha,43,0.05813953488372093,1745022.9186046512,4413889.139534884
Philipp Rudo,45,0.11851851851851851,1867619.3555555556,1954766.1333333333
maximilian attems,43,0.0,0.0,0.0
Lu Guanqun,43,0.0,0.0,0.0
Lorenzo Colitti,44,0.28787878787878785,7614875.75,11979014.636363637
Liang Zhen,43,0.1375968992248062,1782994.8507751941,3214582.302325581
Leo Li,43,0.0,0.0,0.0
Latchesar Ionkov,43,0.0,0.0,0.0
Konrad Zapalowicz,43,0.0,0.0,0.0
John Hubbard,82,0.024390243902439025,24052.963414634145,24052.963414634145
Jingchang Lu,43,0.09302325581395349,2333368.8372093025,7012661.627906977
Gui Jianfeng,43,0.023255813953488372,4193432.8604651163,4193432.8604651163
Ganapathi Bhat,44,0.11363636363636363,1427944.1590909092,1427944.1590909092
Emil Medve,43,0.062015503875969,160047.37209302327,235556.81395348837
Eliezer Tamir,43,0.0,0.0,0.0
Chris Park,43,0.03488372093023256,71165.37209302325,118238.55813953489
Chandan Rajendra,43,0.046511627906976744,815801.8255813953,1505352.488372093
Arvid Brodin,43,0.12984496124031006,3066885.7558139535,7353254.930232558
Alex Smith,44,0.1590909090909091,4518793.386363637,5238799.704545454
Alastair D'Silva,43,0.12209302325581395,839035.5639534884,883934.4883720931
Aaron Liu,50,0.02,6382.06,6382.06
Yi Li,44,0.0,0.0,0.0
Shreeya Patel,44,0.0,0.0,0.0
Shaokun Zhang,48,0.020833333333333332,795245.2916666666,795245.2916666666
Satoru Takeuchi,44,0.0,0.0,0.0
Rodrigo Siqueira,52,0.057692307692307696,381885.57692307694,471045.1538461539
Robin Gong,45,0.05555555555555555,2559949.011111111,3445078.0888888887
Rich Felker,44,0.022727272727272728,138770.29545454544,138770.29545454544
Richard Henderson,45,0.0,0.0,0.0
Ricardo Labiaga,44,0.0,0.0,0.0
Prike Liang,57,0.03508771929824561,0.0,94887.77192982456
Peter Wu,44,0.06818181818181818,547900.3409090909,547900.3409090909
Patrick Mochel,44,0.0,0.0,0.0
Nayna Jain,46,0.10869565217391304,1054207.391304348,1054207.391304348
Mustafa Ismail,44,0.028409090909090908,670252.7897727273,759490.1818181818
Milian Wolff,44,0.11931818181818182,3381930.6704545454,4145841.227272727
Martin Bugge,44,0.022727272727272728,3407010.727272727,3407010.727272727
Jean Sacren,44,0.0,0.0,0.0
Frieder Schrempf,47,0.06382978723404255,335694.0425531915,335694.0425531915
Christina Quast,44,0.0,0.0,0.0
Christian Hewitt,63,0.047619047619047616,617571.3333333334,617571.3333333334
Brendan Higgins,46,0.06521739130434782,636652.2173913043,1191808.4130434783
Behan Webster,44,0.18181818181818182,2779307.227272727,6005174.204545454
Andrey Utkin,44,0.022727272727272728,1899892.0909090908,1899892.0909090908
Andrey Smetanin,44,0.11363636363636363,6100971.7272727275,6311198.363636363
Andreas Klinger,45,0.13333333333333333,1261689.288888889,2403733.711111111
Zong Li,66,0.015151515151515152,37849.69696969697,37849.69696969697
Zefir Kurtisi,45,0.022222222222222223,1001412.8444444444,1001412.8444444444
Uri Shkolnik,45,0.0,0.0,0.0
Tony Battersby,45,0.0,0.0,0.0
Sean MacLennan,45,0.022222222222222223,2606451.1333333333,2606451.1333333333
Scott Branden,48,0.14583333333333334,3132580.0625,3938489.375
Ross Lagerwall,46,0.021739130434782608,302665.6956521739,302665.6956521739
Quentin Lambert,45,0.044444444444444446,34631.13333333333,34631.13333333333
Pontus Fuchs,45,0.0,0.0,0.0
Patrick Caulfield,45,0.0,0.0,0.0
Nicholas Krause,45,0.0,0.0,0.0
Matthijs Kooijman,45,0.0,0.0,0.0
Martin Kaiser,52,0.0,0.0,0.0
Manjunath Goudar,45,0.0,0.0,0.0
Loic Pallardy,46,0.12681159420289853,1791905.7246376814,2294258.065217391
Junaid Shahid,47,0.02127659574468085,11364.595744680852,11364.595744680852
Jerry Hoemann,45,0.06666666666666667,0.044444444444444446,128131.42222222222
Horia Geanta,45,0.03703703703703704,3867968.9555555554,4824743.288888888
Guodong Xu,45,0.022222222222222223,153117.66666666666,153117.66666666666
Felix Blyakher,20,0.0,0.0,0.0
Dilek Uzulmez,45,0.0,0.0,0.0
Dave Olson,45,0.0,0.0,0.0
Daniel Kiper,45,0.06666666666666667,51091.37777777778,102182.73333333334
Chen Yu,48,0.10416666666666667,462927.6666666667,596394.3541666666
Wan ZongShun,46,0.10869565217391304,5068548.304347826,13061613.0
Vitaly Prosyak,46,0.0,0.0,0.0
Sudeep KarkadaNagesha,46,0.021739130434782608,1486985.3369565217,1486985.3369565217
Stratos Karafotis,46,0.11956521739130435,3437900.7065217393,4356875.021739131
Stefani Seibold,46,0.021739130434782608,4460923.565217392,4460923.565217392
Solomon Peachy,46,0.043478260869565216,1703118.7826086956,4358478.760869565
Sjur Brændeland,46,0.03260869565217391,891329.4673913043,1776024.1739130435
Shailendra Verma,46,0.0,0.0,0.0
Sandipan Das,54,0.12962962962962962,1129173.0555555555,1690084.0185185184
Ram Amrani,46,0.3079710144927536,1273161.8321805007,5299085.160902504
Phoebe Buckheister,46,0.021739130434782608,10651.782608695652,10651.782608695652
Peter Meerwald-Stadler,46,0.0,0.0,0.0
Oleksandr Andrushchenko,46,0.17391304347826086,2107441.347826087,2107441.347826087
Michael Zoran,46,0.10869565217391304,1198948.1956521738,1542195.4130434783
Ken Cox,46,0.043478260869565216,2580982.1739130435,4010597.6739130435
Keith Owens,46,0.0,0.0,0.0
Jonghwan Choi,47,0.1702127659574468,168338.51063829788,3655235.14893617
Jay Cliburn,46,0.0,0.0,0.0
Jason Low,46,0.0,0.0,0.0
Hoang-Nam Nguyen,46,0.0,0.0,0.0
Himadri Pandya,46,0.0,0.0,0.0
Christoph Paasch,48,0.020833333333333332,76718.22916666667,76718.22916666667
Arun Easi,49,0.0,0.0,0.0
Amit Cohen,50,0.02,11606.46,11606.46
Alberto Panizzo,46,0.0,0.0,0.0
Adam Borowski,46,0.05434782608695652,1035502.804347826,1211392.0
Yong Zhi,53,0.14465408805031446,258105.01886792452,426434.7358490566
Yixun Lan,47,0.19148936170212766,2699863.085106383,2999450.7021276597
Xishi Qiu,47,0.02127659574468085,97346.78723404255,97346.78723404255
Wang Long,47,0.0,0.0,0.0
Stepan Moskovchenko,47,0.0,0.0,0.0
Shaoyun Liu,47,0.0425531914893617,618713.2872340425,899708.3829787234
Romain Izard,47,0.02127659574468085,1291825.829787234,1291825.829787234
Ricardo Cerqueira,47,0.0,0.0,0.0
Prabhakar Lad,47,0.0,0.0,0.0
Minwoo Im,47,0.02127659574468085,52511.21276595745,52511.21276595745
Miguel Ojeda,45,0.0,0.0,0.0
Miaohe Lin,55,0.0,0.0,0.0
Melike Yurtoglu,47,0.02127659574468085,865945.1063829787,865945.1063829787
Mark Zhang,55,0.20303030303030303,953678.3090909091,1111463.6181818182
Ken Wang,47,0.14361702127659576,5221613.436170213,6752541.595744681
Hari Prasath,1,0.0,0.0,0.0
Gwenhael Goavec-Merou,47,0.0,0.0,0.0
Erik Stromdahl,48,0.0625,869277.0416666666,922681.1666666666
Eduardo Habkost,47,0.0,0.0,0.0
Doug Thompson,47,0.0,0.0,0.0
Dmitry Adamushko,47,0.0,0.0,0.0
David Mosberger-Tang,47,0.0,0.0,0.0
Chris Dearman,47,0.0,0.0,0.0
Brian Austin,47,0.10106382978723404,4609111.404255319,5135462.723404256
Boqun Feng,50,0.04,1845329.98,2425860.84
Alexey Kodanev,47,0.06382978723404255,244767.95744680852,244767.95744680852
AceLan Kao,48,0.0,0.0,0.0
Yuval Shaia,48,0.0625,174108.52083333334,174108.52083333334
Vojtech Pavlik,48,0.0,0.0,0.0
Victor Kamensky,48,0.041666666666666664,1881583.6666666667,1881583.6666666667
Vaibhav Jain,49,0.08673469387755102,863250.4336734693,1069913.7346938776
Tomohiro Kusumi,48,0.0,0.0,0.0
Tiejun Chen,48,0.20833333333333334,1178577.5208333333,3697231.6875
Thara Gopinath,48,0.041666666666666664,172482.25,172482.25
Syam Sidhardhan,48,0.0,0.0,0.0
Suresh Reddy,48,0.020833333333333332,4033256.5833333335,4033256.5833333335
Stephane Viau,48,0.041666666666666664,2127260.8125,2960788.375
Rajneesh Bhardwaj,52,0.09615384615384616,1600933.3461538462,1600933.3461538462
Olaf Kirch,48,0.0,0.0,0.0
Mikko Rapeli,48,0.020833333333333332,44976.854166666664,44976.854166666664
Luo Jiaxing,52,0.019230769230769232,79837.55769230769,79837.55769230769
Lisa Nguyen,48,0.0,0.0,0.0
Laura Garcia,2,0.0,0.0,0.0
Lars Persson,48,0.15,2101023.1374999997,2889512.475
Krzysztof Opasiak,48,0.08333333333333333,2313888.1875,3686760.75
Kirill Korotaev,48,0.0,0.0,0.0
Jules Irenge,103,0.009708737864077669,52947.48543689321,52947.48543689321
Jaedon Shin,48,0.047619047619047616,1414528.6666666667,2541399.1845238092
Izik Eidus,48,0.0,0.0,0.0
Frank Pavlic,48,0.0,0.0,0.0
Flavio Leitner,48,0.041666666666666664,527846.0833333334,527846.0833333334
Fabien Parent,50,0.0,0.0,0.0
Eryu Guan,49,0.02040816326530612,17140.428571428572,17140.428571428572
Dmitri Belimov,48,0.0,0.0,0.0
David Lin,48,0.020833333333333332,80703.22916666667,80703.22916666667
Christoph Fritz,48,0.020833333333333332,15539.583333333334,15539.583333333334
Brian Niebuhr,48,0.0,0.0,0.0
Bert Kenward,48,0.09375,1178765.4791666667,1311733.8125
Badari Pulavarty,48,0.0,0.0,0.0
Atul Gupta,48,0.14583333333333334,166119.6875,166119.6875
Andy Green,48,0.020833333333333332,14083.6875,14083.6875
Yury Norov,49,0.0,0.0,0.0
Wayne Boyer,49,0.0,0.0,0.0
Vince Bridgers,49,0.02040816326530612,161900.5306122449,161900.5306122449
Sudeep Dutt,49,0.09183673469387756,3785834.93877551,4835718.469387755
Stephane Grosjean,49,0.08843537414965985,7012255.619047619,12531239.040816326
Ranjani Sridharan,66,0.030303030303030304,43887.01515151515,43887.01515151515
Philip Rakity,49,0.0,0.0,0.0
Philippe CORNU,49,0.02040816326530612,19796.979591836734,19796.979591836734
Paul Parsons,49,0.02040816326530612,2514992.6530612246,2514992.6530612246
Pantelis Antoniou,49,0.061224489795918366,1183404.6734693877,1183404.6734693877
Oren Givon,49,0.11005830903790087,1332501.5736151603,2180027.666180758
Maciej Purski,49,0.10204081632653061,1839042.9387755103,1839042.9387755103
Kenneth Feng,49,0.0,0.0,0.0
Karsten Wiese,49,0.0,0.0,0.0
Jody McIntyre,36,0.0,0.0,0.0
Janosch Frank,72,0.05555555555555555,900924.0694444445,900924.0694444445
Jammy Zhou,49,0.04081632653061224,589095.6734693878,589095.6734693878
Heiko Schocher,49,0.20068027210884354,2211079.833333333,4091245.6938775512
Gregory Greenman,49,0.12244897959183673,755854.9795918367,755854.9795918367
Gerhard Sittig,49,0.0,0.0,0.0
Eric Leblond,49,0.2857142857142857,6252861.551020408,12842419.285714285
Denis Carikli,49,0.08163265306122448,2051449.8979591837,2309778.4285714286
Bastien Nocera,49,0.07142857142857142,160885.1530612245,168666.3673469388
Aurelien Jarno,49,0.02040816326530612,20441.34693877551,20441.34693877551
Andrei Vagin,51,0.11764705882352941,135884.07843137256,243793.78431372548
Akash Goel,49,0.21088435374149658,894534.1972789117,2028417.5714285714
Tomasz Nowicki,50,0.08,2319810.28,2319810.28
Tang Yuantian,50,0.0,0.0,0.0
Sourav Poddar,50,0.084,394546.17600000004,2502542.48
Roman Kiryanov,50,0.02,156552.44,156552.44
Peter Oskolkov,50,0.35,1502965.16,1955068.08
Neil Zhang,50,0.0,0.0,0.0
Nadav Har'El,50,0.1742857142857143,13877298.737142859,14978547.78
Meenakshi Venkataraman,50,0.04,2328020.64,2612239.82
Markus Heiser,50,0.13,303935.51,415376.18
Madhumitha Prabakaran,50,0.02,110664.52,110664.52
Lu Fengqi,50,0.0,0.0,0.0
Jerome Marchand,50,0.06,2007735.24,2007735.24
Ian Armstrong,50,0.0,0.0,0.0
Hersen Wu,57,0.0,0.0,0.0
Gustavo Pimentel,50,0.17333333333333337,1351045.02,1877448.92
Feras Daoud,50,0.12,2000079.52,2472214.82
Dan Rosenberg,50,0.0,0.0,0.0
Damien Riegel,50,0.02,1758975.6,1758975.6
Brandon Philips,50,0.0,0.0,0.0
Bernd Schmidt,50,0.0,0.0,0.0
Ben Goz,50,0.02,227256.82,227256.82
Babu Moger,56,0.16964285714285715,933089.1875,1438223.875
Axel Haslam,50,0.06,2581236.32,2581236.32
Arne Jansen,50,0.19,4213401.25,10092172.36
Anisse Astier,50,0.02,488749.6,488749.6
Yonglong Liu,55,0.07272727272727272,193705.75454545455,236564.63636363635
Ulrich Drepper,51,0.0,0.0,0.0
Tony Jones,52,0.07692307692307693,2866929.6153846155,5032576.75
Stefano Garzarella,57,0.07894736842105263,182926.2894736842,188204.36842105264
Sonika Jindal,51,0.1568627450980392,1918985.3529411764,2198952.2352941176
Sahitya Tummala,58,0.034482758620689655,58509.34482758621,58509.34482758621
Robert Elliott,51,0.0,0.0,0.0
Rehas Sachdeva,51,0.0,0.0,0.0
Rajat Jain,56,0.19047619047619047,2671769.833333333,3171566.535714286
Paulo Alcantara,34,0.15126050420168066,1203161.2268907563,1434115.9117647058
Noa Osherovich,51,0.17647058823529413,3025326.455882353,4277440.05882353
Muli Ben-Yehuda,51,0.0,0.0,0.0
Michael Walle,100,0.03,12200.21,12720.7
Markus Rechberger,51,0.0,0.0,0.0
Jubin John,51,0.049019607843137254,160353.74509803922,278141.2745098039
Jason Yan,283,0.013545347467608953,160967.73969375738,179169.09540636043
Esben Haabendal,55,0.10909090909090909,678016.1090909091,885108.2909090909
Eric Engestrom,51,0.039760348583877995,19118.16503267974,149677.74727668846
Deepak S,51,0.0,0.0,0.0
Chien Tung,51,0.0,0.0,0.0
Carlos Corbacho,51,0.0,0.0,0.0
Bartosz Markowski,51,0.0196078431372549,1296359.8039215687,1296359.8039215687
Arthur Kiyanovski,71,0.07511737089201878,260490.5633802817,298690.38028169016
Alexey Budankov,66,0.07575757575757576,601677.1060606061,601685.1060606061
Alan Brady,51,0.0,0.0,0.0
Aaron Sierra,51,0.0196078431372549,306287.50980392157,306287.50980392157
Yoshihiro Kaneko,53,0.018867924528301886,106084.45283018867,106084.45283018867
Ville Syrjala,52,0.0,0.0,0.0
Valentin Schneider,61,0.0,0.0,0.0
Tobin Davis,52,0.0,0.0,0.0
Shmulik Ladkani,52,0.041666666666666664,40287.471153846156,90615.44230769231
Prashant Bhole,52,0.019230769230769232,233764.71153846153,233764.71153846153
Pramod Gurav,52,0.038461538461538464,34064.942307692305,34064.942307692305
Per Forlin,52,0.038461538461538464,3244511.403846154,3261226.3076923075
Nikanth Karthikesan,52,0.0,0.0,0.0
Mohamed Abbas,52,0.0,0.0,0.0
Mike Looijmans,55,0.16363636363636364,1956025.4363636363,2922491.327272727
Michael Mueller,55,0.0,0.0,0.0
Maxime Bizon,52,0.019230769230769232,4803362.115384615,4803362.115384615
Matthias Schiffer,54,0.037037037037037035,1834013.2592592593,1834013.2592592593
Fan Du,52,0.057692307692307696,3626319.0,3626319.0
Egbert Eich,52,0.019230769230769232,46531.46153846154,46531.46153846154
Dimitri Sivanich,52,0.0,0.0,0.0
David Carrillo-Cisneros,52,0.14743589743589744,1903195.262820513,2534080.6923076925
Casey Leedom,52,0.019230769230769232,5109.0192307692305,5109.0192307692305
Bryan Thompson,52,0.0,0.0,0.0
Amol Lad,52,0.0,0.0,0.0
Aisheng Dong,52,0.11538461538461539,234120.36538461538,736721.0769230769
Yafang Shao,57,0.05263157894736842,712169.8771929825,712169.8771929825
Vikas Shivappa,53,0.29245283018867924,3070450.9056603773,4566722.735849056
Thomas Weber,53,0.0,0.0,0.0
Shobhit Kumar,53,0.03773584905660377,976067.0188679246,976067.0188679246
Scott Mayhew,56,0.03571428571428571,235943.05357142858,235943.05357142858
Samu Onkalo,53,0.0,0.0,0.0
Richard Knutsson,53,0.0,0.0,0.0
Rebecca Schultz,1,0.0,0.0,0.0
Prashant Gaikwad,53,0.018867924528301886,2790545.3773584906,2790545.3773584906
Petr Cvek,53,0.0,0.0,0.0
Nicolas Boichat,57,0.0,0.0,0.0
Michael Wang,53,0.0,0.0,0.0
Maxim Patlasov,54,0.15123456790123455,7759820.043209877,12117173.055555556
Jun Nie,53,0.11320754716981132,2483397.2641509436,2583789.0566037735
Intiyaz Basha,53,0.018867924528301886,6594.88679245283,6594.88679245283
Gary Bisson,53,0.10377358490566038,2371141.5,2820044.9056603773
Florian Schilhabel,53,0.0,0.0,0.0
Duc Dang,53,0.03773584905660377,102447.8679245283,102447.8679245283
Dave Stevenson,54,0.046296296296296294,493450.9166666667,676399.8703703703
Chris Rorvick,54,0.05555555555555555,3910.722222222222,2636078.1666666665
Chaotian Jing,53,0.07547169811320754,597134.1886792453,1752703.6792452831
Andreas Larsson,53,0.0,0.0,0.0
Alexander Clouter,53,0.0,0.0,0.0
Yong Wu,56,0.05803571428571429,242766.53125,323234.18303571426
Vincent Abriou,54,0.0,0.0,0.0
Tatyana Nikolova,54,0.018518518518518517,1235042.0185185184,1235042.0185185184
Sven Wegener,54,0.12242798353909465,568207.8508230452,6140133.165637859
Stas Sergeev,54,0.018518518518518517,354973.48148148146,354973.48148148146
Simon Wood,54,0.0,0.0,0.0
Peter Xu,98,0.0,0.0,0.0
Paul Turner,55,0.05454545454545454,183764.72727272726,4646457.709090909
Michal Suchanek,62,0.03225806451612903,1792310.2096774194,1792310.2096774194
Martin Willi,54,0.23456790123456792,7702291.456790123,9943090.916666666
Martin Wilck,57,0.12280701754385964,1725397.754385965,2825120.947368421
Martin Peschke,54,0.14814814814814814,6126.12962962963,6766589.907407408
Martin Fuzzey,58,0.017241379310344827,13319.431034482759,13319.431034482759
Marcin Nowakowski,54,0.07407407407407407,799656.2962962963,886232.1851851852
Kalesh AP,54,0.018518518518518517,11075.018518518518,11075.018518518518
Jing Huang,54,0.037037037037037035,2230536.842592593,4230719.666666667
Jiada Wang,55,0.01818181818181818,651127.3818181818,651127.3818181818
Harish Chegondi,54,0.027777777777777776,103158.62962962964,174281.78703703705
Greg Kurz,57,0.03508771929824561,2353160.1403508773,2404464.789473684
Evgeniy Dushistov,54,0.0,0.0,0.0
Eli Britstein,56,0.17559523809523808,1165995.3720238095,1356190.4107142857
David Cohen,54,0.09722222222222222,2187413.6481481483,3174118.7731481483
Daniel Ritz,54,0.0,0.0,0.0
Christoph Egger,54,0.0,0.0,0.0
Arun Siluvery,54,0.0,0.0,0.0
Andreas Oberritter,54,0.0,0.0,0.0
Andreas Fenkart,54,0.037037037037037035,2160338.7592592593,2160338.7592592593
Zubair Lutfullah,8,0.0,0.0,0.0
Wenjing Liu,69,0.028985507246376812,78682.1884057971,78682.1884057971
Venki Pallipadi,55,0.0,0.0,0.0
Vakul Garg,55,0.10909090909090909,621769.0636363636,705452.0909090909
Steve Twiss,55,0.03636363636363636,2268978.690909091,2268978.690909091
Stefan Assmann,55,0.01818181818181818,607046.3272727273,607046.3272727273
Mithlesh Thukral,55,0.0,0.0,0.0
Masakazu Mokuno,55,0.01818181818181818,62366.03636363636,62366.03636363636
Manjunath Hadli,55,0.10909090909090909,2145435.8181818184,6785358.2
Lina Iyer,55,0.09090909090909091,1378214.7454545454,1378214.7454545454
Igor Mammedov,54,0.0,0.0,0.0
Hitoshi Mitake,55,0.0,0.0,0.0
Gregory Haskins,55,0.0,0.0,0.0
Daniel Hellstrom,55,0.03636363636363636,166385.32727272727,3381233.8545454545
Benson Leung,48,0.020833333333333332,37561.125,37561.125
Ben Cahill,55,0.0,0.0,0.0
Avri Altman,55,0.09454545454545454,523799.78545454546,525320.6909090909
Alexander Potapenko,59,0.2033898305084746,1082024.4745762711,2110906.7966101696
Aapo Vienamo,56,0.017857142857142856,162342.25,162342.25
Xiantao Zhang,56,0.0,0.0,0.0
Tsutomu Itoh,56,0.0,0.0,0.0
Suresh Jayaraman,56,0.0,0.0,0.0
Steve Hodgson,56,0.0,0.0,0.0
Stafford Horne,61,0.03278688524590164,93737.72131147541,93737.72131147541
Sreenivasa Honnur,56,0.0,0.0,0.0
Shengjiu Wang,75,0.05333333333333334,658195.8666666667,658195.8666666667
Nikola Cornij,62,0.03225806451612903,47015.8064516129,47015.8064516129
Mao Wenan,58,0.05172413793103448,112919.06896551725,112919.06896551725
Lino Sanfilippo,56,0.0,0.0,0.0
Kirill Smelkov,56,0.0,0.0,0.0
Henry Ptasinski,56,0.0,0.0,0.0
Emil Goode,56,0.017857142857142856,99231.44642857143,99231.44642857143
Dominik Dingel,56,0.0,0.0,0.0
Dirk Behme,60,0.03333333333333333,1697816.05,2721424.6
Dietmar Eggemann,56,0.017857142857142856,76512.78571428571,76512.78571428571
David Disseldorp,65,0.015384615384615385,97085.52307692308,97085.52307692308
Brian Haley,56,0.0,0.0,0.0
Bastian Hecht,56,0.0,0.0,0.0
Andrey Shvetsov,56,0.0,0.0,0.0
xinhui pan,63,0.015873015873015872,175570.31746031746,175570.31746031746
Wayne Porter,57,0.017543859649122806,9198.912280701754,9198.912280701754
Stefan Weinhuber,57,0.02631578947368421,2668476.8947368423,4574449.157894737
Shaul Triebitz,64,0.09375,1284445.5546875,1284445.5546875
Shaohui Xie,57,0.08771929824561403,2887474.6140350876,3431547.5614035088
Shalom Toledo,62,0.016129032258064516,9581.048387096775,9581.048387096775
Roman Mashak,65,0.046153846153846156,211786.33846153846,211786.33846153846
Ramkumar Ramachandra,57,0.0,0.0,0.0
Petri Gynther,57,0.09649122807017543,2003453.8538011694,3261848.649122807
Jonas Aaberg,57,0.0,0.0,0.0
Hans Schillstrom,57,0.10526315789473684,4650361.684210527,8931989.824561404
Gargi Sharma,57,0.03508771929824561,90740.12280701754,90740.12280701754
Eli Billauer,57,0.0,0.0,0.0
Daisuke Nishimura,57,0.0,0.0,0.0
Connor McAdams,57,0.12280701754385964,296298.9649122807,499571.3157894737
Chuanxiao Dong,57,0.02631578947368421,127254.21929824562,165216.61403508772
Beniamino Galvani,57,0.07017543859649122,8230170.771929825,8230170.771929825
Andre Noll,57,0.0,0.0,0.0
Andreas Kemnade,66,0.030303030303030304,44891.93939393939,44891.93939393939
Abylay Ospan,57,0.0,0.0,0.0
Tomas Henzl,58,0.0,0.0,0.0
Sjoerd Simons,59,0.05084745762711865,1502474.440677966,2251521.86440678
Seth Heasley,58,0.0,0.0,0.0
Saravana Kannan,77,0.025974025974025976,193426.77922077922,193426.77922077922
Roberta Dobrescu,58,0.0,0.0,0.0
Pierre-Yves MORDRET,63,0.13095238095238096,2428939.7976190476,3076559.4603174604
Payal Kshirsagar,60,0.0,0.0,0.0
Pavan Savoy,58,0.0,0.0,0.0
Nicolas Palix,58,0.0,0.0,0.0
Moshe Shemesh,66,0.21212121212121213,1379406.4848484849,1921220.5
Mihai Caraman,58,0.0,0.0,0.0
Majd Dibbiny,59,0.22598870056497175,2724649.2090395484,4920828.686440678
Kumar Sanghvi,58,0.15517241379310345,2188984.724137931,5511609.948275862
Junxiao Bi,58,0.08620689655172414,3865044.597701149,4254162.74137931
Johan Meiring,58,0.0,0.0,0.0
Jeykumar Sankaran,59,0.01694915254237288,73474.69491525424,73474.69491525424
Jack Xiao,58,0.017241379310344827,238248.56896551725,238248.56896551725
Hal Rosenstock,58,0.034482758620689655,1029314.4137931034,5553075.120689655
Greg KH,52,0.057692307692307696,5046300.576923077,6277223.769230769
Artemy Kovalyov,58,0.36408045977011494,2923075.022988506,5123170.068965517
Andrei Otcheretianski,60,0.016666666666666666,1235682.15,1235682.15
Alim Akhtar,58,0.0,0.0,0.0
Alexandre Torgue,58,0.05172413793103448,409846.3965517241,409846.3965517241
Stanley Chu,93,0.035842293906810034,202180.73835125446,338697.25089605735
Sinclair Yeh,59,0.03389830508474576,3244956.5762711866,3244956.5762711866
Satyam Sharma,59,0.0,0.0,0.0
Pekka Paalanen,59,0.0,0.0,0.0
Netanel Belgazal,59,0.17372881355932204,3659487.122881356,4380769.440677966
Marcus Folkesson,59,0.01694915254237288,314242.3220338983,314242.3220338983
Jorge Ramirez-Ortiz,59,0.0847457627118644,361880.71186440677,613794.1186440678
Jean-Baptiste Maneyrol,60,0.04940476190476191,1037142.3821428572,1207977.5666666667
Ilya Leoshkevich,64,0.0,0.0,0.0
Haggai Eran,59,0.6163841807909605,11455755.717514126,19300115.40677966
Deepak Rawat,75,0.0,0.0,0.0
Avraham Stern,63,0.09700176366843033,1498267.2610229277,2230669.442680776
Aurelien Aptel,69,0.044513457556935816,1639656.1045548655,1645376.4927536233
Anirban Chakraborty,59,0.05084745762711865,422768.83898305084,2784589.13559322
Yann Droneaud,60,0.0,0.0,0.0
Yang Wei,60,0.0,0.0,0.0
Todd Kjos,60,0.2277777777777778,570204.2875,1189319.1666666667
Sony Chacko,60,0.06833333333333333,2491132.8316666665,4850511.033333333
Shirish Pargaonkar,60,0.03333333333333333,370888.18333333335,534609.1666666666
Shawn Bohrer,60,0.06666666666666667,1200405.9583333333,1744483.8666666667
Ruslan Pisarev,60,0.0,0.0,0.0
Paul Blakey,112,0.11607142857142858,1250501.3392857143,1258493.8392857143
Ondrej Jirman,73,0.0,0.0,0.0
Nithin Sujir,60,0.0,0.0,0.0
Kuppuswamy Sathyanarayanan,74,0.04054054054054054,262962.85135135136,262962.85135135136
Josh Cartwright,60,0.09166666666666666,1322115.05,4234169.683333334
Jon Derrick,68,0.10882352941176471,1363960.7647058824,2742601.4264705884
John Hsu,60,0.016666666666666666,10550.066666666668,10550.066666666668
Joao Pinto,60,0.2916666666666667,2200710.158333333,3144613.716666667
Haim Dreyfuss,64,0.3046875,2597877.9791666665,3601660.1041666665
Gabriel FERNANDEZ,60,0.08333333333333333,2266156.533333333,2398378.6333333333
Dotan Barak,61,0.0,0.0,0.0
Dmitry Artamonow,60,0.03333333333333333,2832277.1166666667,2832277.1166666667
Denis Cheng,60,0.0,0.0,0.0
David Wu,60,0.0,0.0,0.0
Daniel Jurgens,60,0.25873015873015875,3364854.7555555557,3426697.7071428574
Yuyang Du,61,0.12704918032786885,825324.3114754099,1086329.5901639345
viresh kumar,61,0.0,0.0,0.0
Sven Schnelle,64,0.0,0.0,0.0
Stuart Menefy,61,0.0,0.0,0.0
Simon Guo,61,0.06557377049180328,1839027.8852459015,1839027.8852459015
Noam Camus,61,0.01639344262295082,496612.2950819672,496612.2950819672
Nir Dotan,61,0.06557377049180328,630798.2459016393,663846.0327868853
Maxime Coquelin,59,0.07062146892655366,1413141.9039548023,2739044.1327683614
Marcin Wojtas,61,0.18579234972677597,4744583.161202186,4984035.770491803
Laurent Vivier,61,0.10382513661202185,6163259.1147540985,10754151.37704918
Keyon Jie,68,0.0,0.0,0.0
Junwei Zhang,61,0.0,0.0,0.0
Jon Loeliger,61,0.0,0.0,0.0
Jochen Friedrich,61,0.0,0.0,0.0
Hiroshi Doyu,61,0.03278688524590164,506249.40983606555,1838044.9180327868
Hans Holmberg,61,0.09289617486338798,537495.1530054645,598803.655737705
Aric Cyr,89,0.0,0.0,0.0
AnilKumar Ch,61,0.0,0.0,0.0
