author,number_commits,avg_fix_distance,avg_find_bug_time,avg_fix_bug_time
Chris Caputo,1,0.0,0.0,0.0
Chris Boyle,1,0.0,0.0,0.0
Chris Blake,1,0.0,0.0,0.0
Chris Bajumpaa,1,0.0,0.0,0.0
Chong Qiao,1,0.0,0.0,0.0
Chonggang Li,1,1.0,45455844.0,45455844.0
Choi Gi-yong,1,0.0,0.0,0.0
Chin-Tsung Cheng,1,0.0,0.0,0.0
Chin-ran Lo,1,0.0,0.0,0.0
Chinh Cao,1,0.0,0.0,0.0
CHIKAMA masaki,1,0.0,0.0,0.0
Chijun Sima,1,0.0,0.0,0.0
Chi-hsien Lin,1,0.0,0.0,0.0
Chieh-Min Wang,1,0.0,0.0,0.0
Chicago Duan,1,0.0,0.0,0.0
Chia-Sheng Chang,1,0.0,0.0,0.0
Chiara Bruschi,1,0.0,0.0,0.0
Chewie Lin,1,0.0,0.0,0.0
Chen Zhen,1,0.0,0.0,0.0
Chenxu Wei,1,0.0,0.0,0.0
Chenxi Mao,1,0.0,0.0,0.0
Chen Weilong,1,0.0,0.0,0.0
Chen Wang,1,0.0,0.0,0.0
Chen-Tsung Hsieh,1,0.0,0.0,0.0
Chen Tingjie,1,0.0,0.0,0.0
Chen Shang,1,0.0,0.0,0.0
Chenny Xu,1,0.0,0.0,0.0
Chen Liu,1,0.0,0.0,0.0
Chen-Li Tien,1,0.0,0.0,0.0
Chen Lin,1,0.0,0.0,0.0
Chen-Hui Zhao,1,0.0,0.0,0.0
Chenhui Zhao,1,0.0,0.0,0.0
Chen Hu,1,0.0,0.0,0.0
Chen Hong,1,0.0,0.0,0.0
Chen Haiquan,1,0.0,0.0,0.0
ChengYi He,1,0.0,0.0,0.0
Cheng Xu,1,0.0,0.0,0.0
Chengu Wang,1,0.0,0.0,0.0
CHENG Renquan,1,0.0,0.0,0.0
Cheng-Min Ao,1,0.0,0.0,0.0
Cheng Lin,1,0.0,0.0,0.0
Cheng Han,1,0.0,0.0,0.0
Chen Chang,1,0.0,0.0,0.0
Chegu Vinod,1,0.0,0.0,0.0
Chayan Biswas,1,0.0,0.0,0.0
Chaskiel Grundman,1,0.0,0.0,0.0
Charndeep Grewal,1,0.0,0.0,0.0
Charlotte Richardson,1,0.0,0.0,0.0
Charlie Shepherd,1,0.0,0.0,0.0
Charlie Brady,1,0.0,0.0,0.0
Charles Wang,1,0.0,0.0,0.0
Charles Rose,1,0.0,0.0,0.0
Charles Pillar,1,0.0,0.0,0.0
Charles Milette,1,0.0,0.0,0.0
Charles Manning,1,0.0,0.0,0.0
Charles Baylis,1,0.0,0.0,0.0
Charl Coetzee,1,0.0,0.0,0.0
Charis Kouzinopoulos,1,0.0,0.0,0.0
Charanya Venkatraman,1,0.0,0.0,0.0
chaoting fan,1,0.0,0.0,0.0
chaohong guo,1,0.0,0.0,0.0
Chaogui Zhang,1,0.0,0.0,0.0
Chao Gao,1,0.0,0.0,0.0
Chansol Kim,1,0.0,0.0,0.0
Channagoud Kadabi,1,1.0,3096528.0,3096528.0
Chan Jeong,1,0.0,0.0,0.0
Changwoo Min,1,0.0,0.0,0.0
Changqi Du,1,0.0,0.0,0.0
Changming Liu,3,0.0,0.0,0.0
Changming Huang,1,0.0,0.0,0.0
Chang Liu,1,0.0,0.0,0.0
Chang Huaixin,1,0.0,0.0,0.0
Chang-An Chen,1,0.0,0.0,0.0
Chandra shekhar,1,0.0,0.0,0.0
Chandramouli Narayanan,1,0.0,0.0,0.0
CHANDAN VN,1,2.0,32731092.0,37333257.0
chandan r,1,0.0,0.0,0.0
Champion Chen,1,0.0,0.0,0.0
Chaitra Ramaiah,1,0.0,0.0,0.0
Chaitanya Lala,1,0.0,0.0,0.0
Chaitanya Huilgol,1,0.0,0.0,0.0
chaehyun lim,1,0.0,0.0,0.0
Chad Versace,1,0.0,0.0,0.0
Cezary Kierzyk,1,0.0,0.0,0.0
Cesar Santos,1,0.0,0.0,0.0
Cengiz C,1,0.0,0.0,0.0
cedric Voncken,1,0.0,0.0,0.0
Cedric Godin,1,0.0,0.0,0.0
Cedric Bregardis,1,0.0,0.0,0.0
C. Bartlett,1,0.0,0.0,0.0
Caspar Zhang,1,0.0,0.0,0.0
Carsten Schmid,1,0.0,0.0,0.0
Carsten Behling,1,0.0,0.0,0.0
carriere etienne,1,0.0,0.0,0.0
Carol Hebert,1,0.0,0.0,0.0
Carl Peng,1,0.0,0.0,0.0
Carlos Silva,1,0.0,0.0,0.0
Carlos Munoz,1,0.0,0.0,0.0
Carlos Menin,1,0.0,0.0,0.0
Carlos Lopez,1,0.0,0.0,0.0
Carlos Garnacho,1,0.0,0.0,0.0
Carlos Garcia,1,0.0,0.0,0.0
Carlos Aguiar,1,0.0,0.0,0.0
Carlo Perassi,1,0.0,0.0,0.0
Carlo Nonato,1,0.0,0.0,0.0
Carlo Comin,1,0.0,0.0,0.0
Carlo Beccaria,1,0.0,0.0,0.0
Carl Karsten,1,0.0,0.0,0.0
Carl-Johan Irekvist,1,0.0,0.0,0.0
Carey Underwood,1,0.0,0.0,0.0
Candice Li,1,0.0,0.0,0.0
Cam Macdonell,1,0.0,0.0,0.0
Camille Cho,1,0.0,0.0,0.0
Camille Bordignon,1,0.0,0.0,0.0
Cameron Hutchinson,1,0.0,0.0,0.0
Calum Mackay,1,0.0,0.0,0.0
Callum Sinclair,1,0.0,0.0,0.0
Calin Cruceru,1,0.0,0.0,0.0
Cai Li,1,0.0,0.0,0.0
Caglar Akyuz,1,0.0,0.0,0.0
Byoungyoung Lee,1,0.0,0.0,0.0
Byeoungwook Kim,1,0.0,0.0,0.0
B Viswanath,1,0.0,0.0,0.0
Burn Alting,1,0.0,0.0,0.0
Burak Ok,1,0.0,0.0,0.0
Buland Singh,1,0.0,0.0,0.0
Bud Brown,1,0.0,0.0,0.0
Bryce Harrington,1,0.0,0.0,0.0
Bryce Ferguson,1,0.0,0.0,0.0
Bryan Venteicher,1,0.0,0.0,0.0
Bryan Sutula,1,0.0,0.0,0.0
Bryan Stephenson,1,0.0,0.0,0.0
Bryan Scott,1,0.0,0.0,0.0
Bryan Rosenburg,1,0.0,0.0,0.0
Bryan Polk,1,0.0,0.0,0.0
Bryan Paul,1,0.0,0.0,0.0
Bryan Paluch,1,0.0,0.0,0.0
Bryan Morgan,1,0.0,0.0,0.0
Bryan Green,1,0.0,0.0,0.0
Bryan Garza,1,0.0,0.0,0.0
Bryan Ford,1,0.0,0.0,0.0
Bryan Buckley,1,0.0,0.0,0.0
Bryan Boatright,1,0.0,0.0,0.0
Bruno Redondi,1,0.0,0.0,0.0
bruno randolf,1,0.0,0.0,0.0
Bruno Morelli,1,0.0,0.0,0.0
Bruno Meneguele,3,0.0,0.0,0.0
Bruno Christo,1,0.0,0.0,0.0
Brunner Michael,1,0.0,0.0,0.0
Bruce Robson,1,0.0,0.0,0.0
Bruce Merry,1,0.0,0.0,0.0
Bruce Leonard,1,0.0,0.0,0.0
Bruce Duncan,1,0.0,0.0,0.0
Bron Gondwana,1,0.0,0.0,0.0
Brilly Wu,1,0.0,0.0,0.0
Brice Dubost,1,0.0,0.0,0.0
Brian Yang,1,0.0,0.0,0.0
Brian Waters,1,0.0,0.0,0.0
Brian Strand,1,0.0,0.0,0.0
Brian Schau,1,0.0,0.0,0.0
Brian Prodoehl,1,0.0,0.0,0.0
Brian Paul,1,0.0,0.0,0.0
Brian Murphy,1,0.0,0.0,0.0
Brian Kloppenborg,1,0.0,0.0,0.0
Brian Hinz,1,0.0,0.0,0.0
Brian Healy,1,0.0,0.0,0.0
Brian Harring,1,0.0,0.0,0.0
Brian Gianforcaro,1,0.0,0.0,0.0
Brian Downing,1,0.0,0.0,0.0
Brian Carnes,1,0.0,0.0,0.0
Brian Cain,1,0.0,0.0,0.0
Brian Bunker,1,0.0,0.0,0.0
Brian Brooks,1,0.0,0.0,0.0
Brian Braunstein,1,0.0,0.0,0.0
Brett Mastbergen,2,0.0,0.0,0.0
Brett Hitchcock,1,0.0,0.0,0.0
Brent Lu,5,0.0,0.0,0.0
Brent Baccala,1,0.0,0.0,0.0
Brent Adam,1,0.0,0.0,0.0
Brennan Shacklett,1,0.0,0.0,0.0
Brennan Ashton,1,0.0,0.0,0.0
Brendan Shanks,2,0.0,0.0,0.0
Brendan Hickey,1,0.0,0.0,0.0
Branislav Katreniak,1,0.0,0.0,0.0
Brandon Stewart,1,0.0,0.0,0.0
Brandon Phiilps,1,0.0,0.0,0.0
Brandon Misemer,1,0.0,0.0,0.0
Brandon Huang,1,0.0,0.0,0.0
Brandon Enochs,1,0.0,0.0,0.0
Brandon Ehle,1,0.0,0.0,0.0
Brahadambal Srinivasan,1,0.0,0.0,0.0
Brad Sawatzky,1,0.0,0.0,0.0
Brad Lu,1,0.0,0.0,0.0
Bradley Peterson,1,0.0,0.0,0.0
Bradley Pankow,1,0.0,0.0,0.0
Bradley Kite,1,0.0,0.0,0.0
Brad Hubbard,1,0.0,0.0,0.0
Boyan Nedeltchev,1,0.0,0.0,0.0
Boyang Zhou,1,0.0,0.0,0.0
Boyang Yu,1,0.0,0.0,0.0
boxi liu,1,0.0,0.0,0.0
Boshi Wang,1,0.0,0.0,0.0
Borut Seljak,1,0.0,0.0,0.0
Boris Todorov,1,0.0,0.0,0.0
Boris Sorochkin,1,0.0,0.0,0.0
Boris Protopopov,1,0.0,0.0,0.0
Borislav Deianov,1,0.0,0.0,0.0
Boris Glimcher,1,2.0,2.0,33904265.0
Boris Dores,1,0.0,0.0,0.0
Boris Brezillion,1,0.0,0.0,0.0
Boris Bodemann,1,0.0,0.0,0.0
Bopamo Osaisai,1,0.0,0.0,0.0
Bongkyu Kim,1,0.0,0.0,0.0
Bolko Maass,1,0.0,0.0,0.0
Bo He,1,1.0,6228456.0,6228456.0
Bogdan Sikora,1,0.0,0.0,0.0
Bogdan Radulescu,1,0.0,0.0,0.0
Bockholdt Arne,1,1.0,3802590.0,3802590.0
Bob Yang,1,0.0,0.0,0.0
Bob Tracy,1,0.0,0.0,0.0
Bob Stewart,1,0.0,0.0,0.0
Bob Ross,1,0.0,0.0,0.0
Bob Rodgers,1,0.0,0.0,0.0
Bob Jolliffe,1,0.0,0.0,0.0
Bob Hockney,1,0.0,0.0,0.0
Bob Glosman,1,0.0,0.0,0.0
Bob Gilligan,1,0.0,0.0,0.0
Bob Dunlop,1,0.0,0.0,0.0
Bob Beattie,1,0.0,0.0,0.0
Bob Arendt,1,0.0,0.0,0.0
Blaj Roxana,1,0.0,0.0,0.0
Blaine Lee,1,0.0,0.0,0.0
Bjorn Schneider,1,0.0,0.0,0.0
Bjorn Mork,1,0.0,0.0,0.0
Bjorn Forsman,1,0.0,0.0,0.0
Bjoern Johansson,1,0.0,0.0,0.0
Bjoern Fay,1,0.0,0.0,0.0
B.J. Buchalter,1,0.0,0.0,0.0
Bin Zhou,1,0.0,0.0,0.0
Bin Yang,1,0.0,0.0,0.0
Binyamin Sharet,1,0.0,0.0,0.0
Bin Lu,1,0.0,0.0,0.0
Bing Sun,1,0.0,0.0,0.0
Bill Pechter,1,0.0,0.0,0.0
Bill Irwin,1,0.0,0.0,0.0
Bill Hong,1,1.0,71254190.0,71254190.0
Bill Helfinstine,1,0.0,0.0,0.0
bill bonaparte,1,0.0,0.0,0.0
Bill Baker,1,0.0,0.0,0.0
Bilel DRIRA,1,0.0,0.0,0.0
Bilal Amarni,1,0.0,0.0,0.0
Bichao Zheng,1,0.0,0.0,0.0
Bianca Lutz,1,0.0,0.0,0.0
Bhuvanesh Surachari,1,0.0,0.0,0.0
Bhavna Yadav,1,0.0,0.0,0.0
Bhavesh Parekh,1,0.0,0.0,0.0
Bhaskar Dutta,1,0.0,0.0,0.0
Bharath Ravi,2,0.0,0.0,0.0
Beth Kon,1,0.0,0.0,0.0
Besar Wicaksono,1,0.0,0.0,0.0
Bertrand Achard,1,0.0,0.0,0.0
bert hubert,1,0.0,0.0,0.0
Bernhard Weirich,1,0.0,0.0,0.0
Bernhard Urban,1,0.0,0.0,0.0
Bernhard Seibold,1,0.0,0.0,0.0
Bernhard Roth,1,0.0,0.0,0.0
Bernhard Kauer,1,0.0,0.0,0.0
Bernhard Heinloth,1,0.0,0.0,0.0
Bernhard Fischer,1,0.0,0.0,0.0
Bernhard Bender,1,0.0,0.0,0.0
Bernhard Beck,1,0.0,0.0,0.0
Benzi Zbit,1,0.0,0.0,0.0
Ben Wright,1,0.0,0.0,0.0
Ben Woodard,1,0.0,0.0,0.0
Ben Wolsieffer,1,0.0,0.0,0.0
Ben Slusky,1,0.0,0.0,0.0
Ben Serebrin,1,0.0,0.0,0.0
Ben Sen,1,0.0,0.0,0.0
Ben Sagal,1,0.0,0.0,0.0
Ben Pope,1,0.0,0.0,0.0
Benoit Lemarchand,1,0.0,0.0,0.0
Benoit Istin,1,0.0,0.0,0.0
Ben Noordhuis,1,0.0,0.0,0.0
Benno Evers,1,0.0,0.0,0.0
Ben Mesman,1,0.0,0.0,0.0
Ben Menchaca,1,0.0,0.0,0.0
Ben McCauley,1,0.0,0.0,0.0
Ben Luo,1,0.0,0.0,0.0
Ben Lahaise,1,0.0,0.0,0.0
Ben Konrath,1,0.0,0.0,0.0
Ben Kero,1,0.0,0.0,0.0
Ben Jencks,1,0.0,0.0,0.0
Benjamin Young,1,0.0,0.0,0.0
Benjamin Weis,1,0.0,0.0,0.0
Benjamin Wang,1,0.0,0.0,0.0
Benjamin Renz,1,0.0,0.0,0.0
Benjamin Matthews,1,0.0,0.0,0.0
Benjamin Gordon,1,0.0,0.0,0.0
Benjamin Franzke,1,0.0,0.0,0.0
Benjamin Fair,1,1.0,11911942.0,11911942.0
Benjamin Drung,1,0.0,0.0,0.0
Benjamin Collins,1,0.0,0.0,0.0
Beni Mahler,1,0.0,0.0,0.0
Ben Ho,1,1.0,7516258.0,7516258.0
Ben Harris,1,0.0,0.0,0.0
Ben Gilbert,1,0.0,0.0,0.0
Ben Gainey,1,0.0,0.0,0.0
Ben Copeland,1,0.0,0.0,0.0
Ben Colline,1,0.0,0.0,0.0
Ben Chen,1,0.0,0.0,0.0
Ben Cartwright-Cox,1,0.0,0.0,0.0
Ben Caradoc-Davies,1,0.0,0.0,0.0
Belinda Thompson,1,0.0,0.0,0.0
Bela Lubkin,1,0.0,0.0,0.0
Beker Ayala,1,0.0,0.0,0.0
Beilei Xing,1,0.0,0.0,0.0
Bastien Roucaries,1,0.0,0.0,0.0
Bastien Philbert,1,0.0,0.0,0.0
Bastian Triller,1,0.0,0.0,0.0
Bastian Plettner,1,0.0,0.0,0.0
Bastian Krause,1,0.0,0.0,0.0
Bas Bloemsaat,1,0.0,0.0,0.0
Baruch Nissenbaum,1,0.0,0.0,0.0
Bart Trojanowski,1,0.0,0.0,0.0
Bart Tanghe,1,0.0,0.0,0.0
Bartosz Chronowski,1,0.0,0.0,0.0
Bartlomiej Swiercz,1,0.0,0.0,0.0
Bart Kuivenhoven,1,0.0,0.0,0.0
Bart Joris,1,0.0,0.0,0.0
Bartek Nowakowski,1,0.0,0.0,0.0
Barry Scott,1,0.0,0.0,0.0
Barry Kitson,1,0.0,0.0,0.0
Barry Day,1,0.0,0.0,0.0
Barry Carroll,1,0.0,0.0,0.0
BARRE Sebastien,1,0.0,0.0,0.0
Baris Cicek,1,0.0,0.0,0.0
Barak Witkowsky,1,0.0,0.0,0.0
Baptiste Reynal,1,0.0,0.0,0.0
Bao Xiaowei,1,0.0,0.0,0.0
Bao Liang,1,0.0,0.0,0.0
Baole Ni,1,0.0,0.0,0.0
BaoJun Luo,1,0.0,0.0,0.0
Baohong Liu,1,0.0,0.0,0.0
Bankim Bhavsar,1,0.0,0.0,0.0
Balavasu Kuppusammyprathaban,1,0.0,0.0,0.0
Balakrishnan Raman,1,0.0,0.0,0.0
Balaji TK,1,0.0,0.0,0.0
Balaji Manoharan,1,0.0,0.0,0.0
bahar sahin,1,0.0,0.0,0.0
Baegjae Sung,1,0.0,0.0,0.0
Ayyappa Chandolu,1,0.0,0.0,0.0
Aymen Sghaier,1,0.0,0.0,0.0
Ayman El-Khashab,1,0.0,0.0,0.0
Aydin Arik,1,0.0,0.0,0.0
Ayan Shafqat,1,0.0,0.0,0.0
Ayan George,1,0.0,0.0,0.0
Axel Wachtler,1,0.0,0.0,0.0
Axel Beckert,1,0.0,0.0,0.0
A. Wilcox,1,0.0,0.0,0.0
Awais Belal,1,0.0,0.0,0.0
Avuton Olrich,1,0.0,0.0,0.0
Avrahams Stern,1,0.0,0.0,0.0
Aviv Laufer,1,0.0,0.0,0.0
Aviv Ben-Yosef,1,0.0,0.0,0.0
Avinash Kondareddy,1,0.0,0.0,0.0
Avinash H.M,1,0.0,0.0,0.0
Avik Sil,1,0.0,0.0,0.0
Avigail Grinstein,1,0.0,0.0,0.0
avaneesh dwivedi,1,0.0,0.0,0.0
Avadh Patel,1,0.0,0.0,0.0
Austin Yuan,1,0.0,0.0,0.0
Austin Kerbow,1,0.0,0.0,0.0
Austin Hendrix,1,0.0,0.0,0.0
Austin Beam,1,0.0,0.0,0.0
Aurelien Thierry,1,0.0,0.0,0.0
Aurelien Nephtali,1,0.0,0.0,0.0
Aurelien Degremont,1,0.0,0.0,0.0
Aurelien Chanot,1,0.0,0.0,0.0
Aurelien BOUIN,1,0.0,0.0,0.0
August Lilleaas,1,0.0,0.0,0.0
august huber,1,0.0,0.0,0.0
Auguste Olivry,1,0.0,0.0,0.0
Aubrey Lee,1,0.0,0.0,0.0
Atul Sowani,1,0.0,0.0,0.0
Atul Garg,1,0.0,0.0,0.0
Attila Fazekas,1,0.0,0.0,0.0
Atsushi Tsuji,1,0.0,0.0,0.0
Atsuo Igarashi,1,0.0,0.0,0.0
Atilla Filiz,1,0.0,0.0,0.0
Atif Niyaz,1,1.0,3126535.0,3126535.0
Athira Sharikkal,1,0.0,0.0,0.0
Athira Rajeev,1,0.0,0.0,0.0
Assaf Hoffman,1,0.0,0.0,0.0
Asim Shankar,1,0.0,0.0,0.0
Asim Kadav,1,0.0,0.0,0.0
Asier Llano,1,0.0,0.0,0.0
Ashwini Pahuja,1,1.0,100797162.0,100797162.0
Ashwin Ganti,1,0.0,0.0,0.0
Ashwin Bihari,1,0.0,0.0,0.0
Ashwanth Goli,1,0.0,0.0,0.0
Ashok G,1,0.0,0.0,0.0
Ashley Clark,1,0.0,0.0,0.0
Ashish Shenoy,1,0.0,0.0,0.0
Ashish Purkar,1,0.0,0.0,0.0
ashish kumar,1,0.0,0.0,0.0
Ashish Karkare,1,0.0,0.0,0.0
Ashish Gupta,1,0.0,0.0,0.0
Ash Benz,1,0.0,0.0,0.0
Ashay Rane,1,0.0,0.0,0.0
Ashay Jaiswal,1,0.0,0.0,0.0
Aseem Sethi,1,0.0,0.0,0.0
Arvind Prasanna,1,0.0,0.0,0.0
Arunk Khandavalli,1,0.0,0.0,0.0
Arun Khandavalli,1,0.0,0.0,0.0
Aruna Ramakrishna,1,0.0,0.0,0.0
Artur Zimmer,1,0.0,0.0,0.0
Artur Molchanov,1,0.0,0.0,0.0
Art Runyan,1,0.0,0.0,0.0
Artiom Vaskov,1,0.0,0.0,0.0
Arthur Wirski,1,0.0,0.0,0.0
Arthur Simchaev,1,0.0,0.0,0.0
Arthur Huillet,1,0.0,0.0,0.0
Arthur Gautier,1,1.0,1974981.0,1974981.0
Art Haas,1,0.0,0.0,0.0
Artem Makhutov,1,0.0,0.0,0.0
Artem Germanov,1,0.0,0.0,0.0
Arshad Hussain,1,0.0,0.0,0.0
Aron Xu,1,0.0,0.0,0.0
Aron Szabo,1,0.0,0.0,0.0
Arno Steffen,1,0.0,0.0,0.0
Arne Luehrs,1,0.0,0.0,0.0
Arne Janbu,1,0.0,0.0,0.0
Arne Caspari,1,0.0,0.0,0.0
Arnaud MAZIN,1,0.0,0.0,0.0
Armin Schoenlieb,1,0.0,0.0,0.0
Armin Schenker,1,0.0,0.0,0.0
Armin Kuster,1,0.0,0.0,0.0
Armando Miraglia,1,0.0,0.0,0.0
Arkady Miasnikov,1,0.0,0.0,0.0
Arkadiusz Miskiewicz,1,0.0,0.0,0.0
Arkadiusz Kubalewski,1,0.0,0.0,0.0
Arjun Roy,9,0.0,0.0,0.0
Arjun AK,1,0.0,0.0,0.0
Arjan Koers,1,0.0,0.0,0.0
Arika Chen,1,0.0,0.0,0.0
Ari Entlich,1,0.0,0.0,0.0
Ariel Savini,1,0.0,0.0,0.0
Aric Blumer,1,0.0,0.0,0.0
Ardinartsev Nikita,1,0.0,0.0,0.0
Archer Yan,1,0.0,0.0,0.0
Arbel Moshe,1,0.0,0.0,0.0
Aravind Srinivasan,1,0.0,0.0,0.0
Aras Vaichas,1,0.0,0.0,0.0
Apollon Oikonomopoulos,1,0.0,0.0,0.0
Ap Kamal,1,0.0,0.0,0.0
Aparna Karuthodi,1,0.0,0.0,0.0
Anushka Shukla,1,0.0,0.0,0.0
Anurup m,1,0.0,0.0,0.0
Anurag Aggarwal,1,0.0,0.0,0.0
Anuradha Weeraman,1,0.0,0.0,0.0
Anup Limbu,1,0.0,0.0,0.0
Anuj Mittal,1,0.0,0.0,0.0
Antti Andreimann,1,0.0,0.0,0.0
Anton Veretenenko,1,0.0,0.0,0.0
Anton Tatuev,1,0.0,0.0,0.0
Anton Staaf,1,0.0,0.0,0.0
Anton Samokhvalov,1,0.0,0.0,0.0
Anton Salnikov,1,0.0,0.0,0.0
Anton Prins,1,0.0,0.0,0.0
Antonios Vamporakis,1,0.0,0.0,0.0
Antonio Messina,1,0.0,0.0,0.0
Antonio Larrosa,1,0.0,0.0,0.0
Antonio Fiol,1,0.0,0.0,0.0
Anton Ekblad,1,0.0,0.0,0.0
Anton Dozenko,1,0.0,0.0,0.0
Antoine Sirinelli,1,0.0,0.0,0.0
Antoine Reversat,1,0.0,0.0,0.0
Antoine BLIN,1,0.0,0.0,0.0
Anthony Sheldon,1,0.0,0.0,0.0
Anthony PERARD,1,0.0,0.0,0.0
Anthony Martin,1,0.0,0.0,0.0
Anthony Lineham,1,0.0,0.0,0.0
Anthony Harivel,1,0.0,0.0,0.0
Anthony Fee,1,0.0,0.0,0.0
Anthony Bourguignon,1,0.0,0.0,0.0
Anthony Best,1,0.0,0.0,0.0
Ansgar Hegerfeld,1,0.0,0.0,0.0
Annie Cherkaev,1,0.0,0.0,0.0
Anne Smorthit,1,0.0,0.0,0.0
Anna Leuschner,1,0.0,0.0,0.0
Anna Lemehova,1,0.0,0.0,0.0
Anna Karbownik,1,0.0,0.0,0.0
Ankur Kishore,1,0.0,0.0,0.0
Ankit Gupta,1,0.0,0.0,0.0
Ankit Garg,1,0.0,0.0,0.0
Ankita Patil,1,0.0,0.0,0.0
Ankita Bajaj,1,0.0,0.0,0.0
Anirudh Rayabharam,1,0.0,0.0,0.0
Anirudh Gupta,1,1.0,2051048.0,2051048.0
Aniruddha Banerjee,1,0.0,0.0,0.0
Anil Shetty,1,0.0,0.0,0.0
AnilKumar Chimata,1,0.0,0.0,0.0
Anil Keshavamurthy,1,0.0,0.0,0.0
Aniket Sharma,1,0.0,0.0,0.0
Angus Gibson,1,0.0,0.0,0.0
Angelo Marconi,1,0.0,0.0,0.0
Angelo Castello,1,0.0,0.0,0.0
anfei zhou,1,0.0,0.0,0.0
Andy Walker,1,0.0,0.0,0.0
Andy Sun,1,0.0,0.0,0.0
Andy Strohman,1,0.0,0.0,0.0
Andy Ryan,1,0.0,0.0,0.0
Andy Robinson,1,0.0,0.0,0.0
Andy Pusch,1,0.0,0.0,0.0
Andy Poling,1,0.0,0.0,0.0
Andy Hill,1,0.0,0.0,0.0
Andy Henroid,1,0.0,0.0,0.0
Andy Getzendanner,1,0.0,0.0,0.0
Andy Gay,1,0.0,0.0,0.0
Andy Doan,1,0.0,0.0,0.0
Andy Chittenden,1,0.0,0.0,0.0
Andy Champ,1,0.0,0.0,0.0
Andy Botting,1,0.0,0.0,0.0
Andrzej Bednarski,1,0.0,0.0,0.0
Andrii Bordunov,1,0.0,0.0,0.0
Andrii Anisov,1,0.0,0.0,0.0
Andrey Vostrikov,1,0.0,0.0,0.0
Andrey Severin,1,0.0,0.0,0.0
Andrey Semin,1,0.0,0.0,0.0
Andrey Porodko,1,0.0,0.0,0.0
Andrey Pavlenko,1,0.0,0.0,0.0
Andrey Liakhovets,1,0.0,0.0,0.0
Andrey Arapov,1,0.0,0.0,0.0
Andrew Zamansky,1,0.0,0.0,0.0
Andrew Wellington,1,0.0,0.0,0.0
Andrew Vincer,1,0.0,0.0,0.0
Andrew Stubbs,1,0.0,0.0,0.0
Andrew Smith,1,0.0,0.0,0.0
Andrew Pilloud,1,0.0,0.0,0.0
Andrew Nayenko,1,0.0,0.0,0.0
Andrew McNabb,1,0.0,0.0,0.0
Andrew McGregor,1,0.0,0.0,0.0
Andrew McDonald,1,0.0,0.0,0.0
Andrew Mahone,1,0.0,0.0,0.0
Andrew Lewis,1,0.0,0.0,0.0
Andrew Kilkenny,1,0.0,0.0,0.0
Andrew Karpow,1,0.0,0.0,0.0
Andrew Hodgson,1,0.0,0.0,0.0
Andrew Hall,1,0.0,0.0,0.0
Andrew Fuller,1,0.0,0.0,0.0
Andrew Ford,1,0.0,0.0,0.0
Andrew Ewert,1,0.0,0.0,0.0
Andre Weidemann,1,0.0,0.0,0.0
Andrew Earl,1,0.0,0.0,0.0
Andrew Dyer,1,0.0,0.0,0.0
Andrew Drake,1,0.0,0.0,0.0
Andrew Donofrio,1,0.0,0.0,0.0
Andrew Dahl,1,0.0,0.0,0.0
Andrew Clausen,1,0.0,0.0,0.0
Andrew Burton,1,0.0,0.0,0.0
Andrew Burri,1,0.0,0.0,0.0
Andrew Burgess,1,0.0,0.0,0.0
Andrew Brownfield,1,0.0,0.0,0.0
Andrew Boie,1,0.0,0.0,0.0
Andrew Blaich,1,0.0,0.0,0.0
Andrew Barry,1,0.0,0.0,0.0
Andre Tomt,1,0.0,0.0,0.0
Andre Spahlinger,1,0.0,0.0,0.0
Andres Mejia,1,0.0,0.0,0.0
Andre Schwarz,1,0.0,0.0,0.0
Andre Pinto,1,0.0,0.0,0.0
Andre Osterhues,1,0.0,0.0,0.0
Andre Nogueira,1,0.0,0.0,0.0
Andre McCurdy,1,0.0,0.0,0.0
Andre Maasikas,1,0.0,0.0,0.0
Andre Lopes,1,0.0,0.0,0.0
Andrej Shadura,1,0.0,0.0,0.0
Andrei Stefanescu,1,0.0,0.0,0.0
Andrei Popa,1,0.0,0.0,0.0
Andrei Poenaru,1,0.0,0.0,0.0
Andrei Oprea,1,0.0,0.0,0.0
Andrei Maresu,1,0.0,0.0,0.0
Andrei Dolnikov,1,0.0,0.0,0.0
Andrei Birjukov,1,0.0,0.0,0.0
Andrei Andreyanau,1,0.0,0.0,0.0
Andre Herms,1,0.0,0.0,0.0
Andre Hartmann,1,0.0,0.0,0.0
Andree Leidenfrost,1,0.0,0.0,0.0
Andreea Hodea,1,0.0,0.0,0.0
Andre Azevedo,1,0.0,0.0,0.0
Andrea Venturi,1,0.0,0.0,0.0
Andrea Tacconi,1,0.0,0.0,0.0
Andreas Weber,1,0.0,0.0,0.0
Andreas Utterberg,1,0.0,0.0,0.0
Andreas Theodosiou,1,0.0,0.0,0.0
Andreas Puhm,1,0.0,0.0,0.0
Andreas Nielsen,1,0.0,0.0,0.0
Andreas Mueller,1,0.0,0.0,0.0
Andreas Meissner,1,0.0,0.0,0.0
Andreas Loibl,1,0.0,0.0,0.0
Andreas Krist,1,0.0,0.0,0.0
Andreas Koop,1,0.0,0.0,0.0
Andreas Herz,1,0.0,0.0,0.0
Andreas Herrmann3,1,0.0,0.0,0.0
Andreas Happe,1,0.0,0.0,0.0
Andreas Gaeer,1,0.0,0.0,0.0
Andreas Fritiofson,1,0.0,0.0,0.0
